"business_id","name","state","categories","is_open","BusinessAcceptsCreditCards","stars","State1","TotalOpenTime","review_count","Numphotos","AcceptCards"
"sZf_KrF9ZLC7z4jiLGgVOw","Steve's Espresso","AZ","Bars,Cafes,Nightlife,Breakfast & Brunch,Coffee & Tea,Cocktail Bars,Restaurants,Food","1","1","5","0","70","139","5","1"
"sZf_KrF9ZLC7z4jiLGgVOw","Steve's Espresso","AZ","Bars,Cafes,Nightlife,Breakfast & Brunch,Coffee & Tea,Cocktail Bars,Restaurants,Food","1","1","5","0","70","139","5","1"
"KHdYW6Wl4wWXW60by60P0A","Rebol","OH","Beer Bar,Breakfast & Brunch,Nightlife,Restaurants,Cocktail Bars,Bars,Food,Cafes,Coffee & Tea","1","1","4","2","65","110","12","1"
"4Nj2ktP2NjCbv2aKeH3ZBg","Vesta Coffee Roasters","NV","Restaurants,Coffee Roasteries,Food,Breakfast & Brunch,Coffee & Tea,Cafes","1","1","5","1","45","128","20","1"
"xO9qvEfZn0lDjjDqeUaW4A","Starbucks","WI","Coffee & Tea,Food","1","1","4","2","65","4","0","1"
"1KP5pShdlC7dqyQbxtP3Zw","Oakwood Espresso","ON","Food,Coffee & Tea","1","1","5","2","47","20","0","1"
"WvC9K0ZEOTbR7fh-LNe5_A","Famous Toastery","NC","Coffee & Tea,Food,Breakfast & Brunch,Restaurants","1","1","5","2","40","265","1","1"
"WvC9K0ZEOTbR7fh-LNe5_A","Famous Toastery","NC","Coffee & Tea,Food,Breakfast & Brunch,Restaurants","1","1","5","2","40","265","1","1"
"7MacgLhLGiXvZoZdhgeKPw","De Farine et d'Eau Fraîche","QC","Food,Sandwiches,Breakfast & Brunch,Restaurants,Coffee & Tea,Desserts","1","1","5","2","44","42","8","1"
"L6kFtq-C4dJJZJGk5Q8vRw","New York Bagel Bakery","NV","Restaurants,Coffee & Tea,Food,Sandwiches,Bagels","1","1","3","1","50","74","0","1"
"L6kFtq-C4dJJZJGk5Q8vRw","New York Bagel Bakery","NV","Restaurants,Coffee & Tea,Food,Sandwiches,Bagels","1","1","4","1","50","74","0","1"
"xedxfb3rfEmXDE0BczcCBA","Starbucks","AZ","Food,Coffee & Tea","1","1","1","0","90","59","0","1"
"-P4Mmh-0pkC4yb6cyPJhbA","Starbucks","OH","Food,Coffee & Tea","1","1","4","2","95","15","0","1"
"9bxrdL-pQg6SVMFmDcg1ow","Rising Star Coffee Roasters","OH","Wholesale Stores,Coffee & Tea,Cafes,Coffee Roasteries,Shopping,Restaurants,Food","1","1","5","2","70","82","1","1"
"9bxrdL-pQg6SVMFmDcg1ow","Rising Star Coffee Roasters","OH","Wholesale Stores,Coffee & Tea,Cafes,Coffee Roasteries,Shopping,Restaurants,Food","1","1","5","2","70","82","1","1"
"sba0fwlKAZFGWWtsf5Jbwg","Strip View Cafe","NV","Breakfast & Brunch,Food,Cafes,Juice Bars & Smoothies,Sandwiches,Coffee & Tea,Restaurants,Desserts,Internet Cafes","1","1","4","1","50","203","11","1"
"nv14hi82FfVR1a-LgMS_BQ","Chatime Scarborough","ON","Tea Rooms,Coffee & Tea,Juice Bars & Smoothies,Food","1","1","3","2","63","59","0","1"
"c31YqsnR1aTaSzawqa3L7w","Sofrita","AZ","Food,Nightlife,Latin American,Event Planning & Services,Cocktail Bars,Tapas Bars,Restaurants,Caterers,Bars,Coffee & Tea","1","1","2","0","50","213","4","1"
"c31YqsnR1aTaSzawqa3L7w","Sofrita","AZ","Food,Nightlife,Latin American,Event Planning & Services,Cocktail Bars,Tapas Bars,Restaurants,Caterers,Bars,Coffee & Tea","1","1","5","0","50","213","4","1"
"c31YqsnR1aTaSzawqa3L7w","Sofrita","AZ","Food,Nightlife,Latin American,Event Planning & Services,Cocktail Bars,Tapas Bars,Restaurants,Caterers,Bars,Coffee & Tea","1","1","5","0","50","213","4","1"
"fykyDLOPBKphKy9fmZ4Kgw","The Abbey on Butler Street","PA","Restaurants,Nightlife,Food,American (New),Cafes,Bars,Coffee & Tea","1","1","4","2","100","169","12","1"
"fykyDLOPBKphKy9fmZ4Kgw","The Abbey on Butler Street","PA","Restaurants,Nightlife,Food,American (New),Cafes,Bars,Coffee & Tea","1","1","5","2","100","169","12","1"
"JVK8szNDoy9MNiYSz_MiAA","Annvita English Tea Room","ON","Coffee & Tea,Food,Tea Rooms","0","1","4","2","60","64","0","1"
"JVK8szNDoy9MNiYSz_MiAA","Annvita English Tea Room","ON","Coffee & Tea,Food,Tea Rooms","0","1","4","2","60","64","0","1"
"25FyskdwKZdy5ODDc2yH5g","Teavana","ON","Coffee & Tea,Food","0","1","4","2","40","5","0","1"
"z-OhppazxWfHnUCzFTKQhw","Snow White Cafe","NV","Shaved Ice,Cafes,Desserts,Food,Restaurants,Coffee & Tea","1","1","2","1","51","178","0","1"
"K6YZd1zjr700Wb5-Ng3Dmg","TnT's Coffee & Cafe","WI","Breakfast & Brunch,Food,Bakeries,Restaurants,Coffee & Tea,Cafes","1","1","3","2","55","51","0","1"
"d3uDFzbVDbQQ2yyfks2M7A","Glacier Snow Sweets & Treats","AZ","Shaved Ice,Desserts,Bubble Tea,Food,Juice Bars & Smoothies,Coffee & Tea","1","1","5","0","47","158","0","1"
"d3uDFzbVDbQQ2yyfks2M7A","Glacier Snow Sweets & Treats","AZ","Shaved Ice,Desserts,Bubble Tea,Food,Juice Bars & Smoothies,Coffee & Tea","1","1","5","0","47","158","0","1"
"D_VpAGPNEde64N0CwXMkiw","The Second Cup","ON","Food,Coffee & Tea","1","1","4","2","85","9","0","1"
"A3hwreijrD8HcjDI7PIAgg","Starbucks","AZ","Coffee & Tea,Food","1","1","5","0","87","57","0","1"
"QJf992yAgUpNeFMuTTPQ1A","HotBlack Coffee","ON","Venues & Event Spaces,Event Planning & Services,Cafes,Restaurants,Food,Coffee & Tea","1","N/A","5","2","60","66","0","0"
"QJf992yAgUpNeFMuTTPQ1A","HotBlack Coffee","ON","Venues & Event Spaces,Event Planning & Services,Cafes,Restaurants,Food,Coffee & Tea","1","N/A","5","2","60","66","0","0"
"aYEuMDcx4Ct45TOK4YrOuA","Sphinx Cafe","PA","Restaurants,Food,Middle Eastern,Coffee & Tea,Nightlife,Bars,Hookah Bars","1","1","2","2","46","47","1","1"
"yypxgWicbQIFw28UJnkkOA","Bar Vicino","BW","Nightlife,Coffee & Tea,Food,Bars,Restaurants,Cafes","1","null","5","2","55","9","1","0"
"X3deA0R_ELgsYCP1X0PnpA","Sam James Coffee Bar","ON","Food,Coffee & Tea","1","null","1","2","45","84","0","0"
"X3deA0R_ELgsYCP1X0PnpA","Sam James Coffee Bar","ON","Food,Coffee & Tea","1","null","5","2","45","84","0","0"
"9yRS-SNzkfmThx2JJoilwA","Dobra Tea","PA","Vegetarian,Food,Tea Rooms,Coffee & Tea,Restaurants","1","1","5","2","56","148","10","1"
"9yRS-SNzkfmThx2JJoilwA","Dobra Tea","PA","Vegetarian,Food,Tea Rooms,Coffee & Tea,Restaurants","1","1","5","2","56","148","10","1"
"TgjB-wlAVzol6HoDpE8KYg","Duza's Kitchen","AZ","Food,American (New),Seafood,Breakfast & Brunch,Restaurants,Bakeries,Coffee & Tea","1","1","4","0","29","357","12","1"
"TgjB-wlAVzol6HoDpE8KYg","Duza's Kitchen","AZ","Food,American (New),Seafood,Breakfast & Brunch,Restaurants,Bakeries,Coffee & Tea","1","1","5","0","29","357","12","1"
"TgjB-wlAVzol6HoDpE8KYg","Duza's Kitchen","AZ","Food,American (New),Seafood,Breakfast & Brunch,Restaurants,Bakeries,Coffee & Tea","1","1","5","0","29","357","12","1"
"mrnUt3IdLRf4j8WeeGGbpw","Starbucks","NV","Coffee & Tea,Food","1","1","1","1","80","68","0","1"
"ErTB7R4rJNUUV8nsUVG26Q","Forno Cultura","ON","Food,Coffee & Tea,Bakeries","1","1","4","2","58","131","0","1"
"ErTB7R4rJNUUV8nsUVG26Q","Forno Cultura","ON","Food,Coffee & Tea,Bakeries","1","1","5","2","58","131","0","1"
"wJ-961JWdVhJXhWQf4Jlcw","Starbucks","NV","Food,Coffee & Tea","1","1","1","1","95","101","0","1"
"7NRjK6CpRn69OWPXhACWyw","Starbucks","ON","Coffee & Tea,Food","1","1","1","2","0","7","0","1"
"3hXj186OqG1jb8nh4-V3IA","Aroma Espresso Bar","ON","Coffee & Tea,Food","1","1","4","2","65","33","0","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","3","0","72","311","19","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","3","0","72","311","19","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","4","0","72","311","19","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","4","0","72","311","19","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","4","0","72","311","19","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","5","0","72","311","19","1"
"VuCrxI61nT30OndMcrPgkA","Sip Coffee & Beer House","AZ","Food,Beer,Wine & Spirits,Nightlife,Coffee & Tea,Wine Bars,Bars","1","1","5","0","72","311","19","1"
"v0ChDvwfRNW8id8oHcV_rg","Bela Vista","QC","Grocery,Coffee & Tea,Bakeries,Event Planning & Services,Caterers,Food","1","1","5","2","55","4","0","1"
"Wav1ieLUA29htdXWdGmmoQ","Starbucks","AZ","Coffee & Tea,Food","0","1","5","0","0","11","0","1"
"OVTein0LZg3PNoEnckX0Bg","The Coffee Bean & Tea Leaf","NV","Food,Restaurants,Coffee & Tea,Cafes","1","1","1","1","75","62","0","1"
"OVTein0LZg3PNoEnckX0Bg","The Coffee Bean & Tea Leaf","NV","Food,Restaurants,Coffee & Tea,Cafes","1","1","5","1","75","62","0","1"
"vNbh1fyqQQoNsCDoxAAZNQ","Forno Cultura","ON","Bakeries,Coffee & Tea,Food","1","N/A","5","2","50","18","0","0"
"QJB0dqY_muOS8xCQd1SyvQ","Maison de Thé Cha Noir","QC","Food,Coffee & Tea","0","1","4","2","47","13","4","1"
"f-v1fvtnbdw_QQRsCnwH-g","Fractured Prune Doughnuts","AZ","Bakeries,Coffee & Tea,Breakfast & Brunch,Donuts,Food,Restaurants,Desserts,Pizza,Bagels","1","1","3","0","67","200","0","1"
"f-v1fvtnbdw_QQRsCnwH-g","Fractured Prune Doughnuts","AZ","Bakeries,Coffee & Tea,Breakfast & Brunch,Donuts,Food,Restaurants,Desserts,Pizza,Bagels","1","1","4","0","67","200","0","1"
"f-v1fvtnbdw_QQRsCnwH-g","Fractured Prune Doughnuts","AZ","Bakeries,Coffee & Tea,Breakfast & Brunch,Donuts,Food,Restaurants,Desserts,Pizza,Bagels","1","1","5","0","67","200","0","1"
"FcFnVG2NO2a6h6Mi86zaFQ","Talebu Coffee & Wine Cafe","AZ","Music Venues,Bars,Arts & Entertainment,Nightlife,Restaurants,Coffee & Tea,Italian,Food,Wine Bars","1","1","5","0","77","120","10","1"
"FcFnVG2NO2a6h6Mi86zaFQ","Talebu Coffee & Wine Cafe","AZ","Music Venues,Bars,Arts & Entertainment,Nightlife,Restaurants,Coffee & Tea,Italian,Food,Wine Bars","1","1","5","0","77","120","10","1"
"qy4WKXTBkqD4zX0rohYF8Q","Forget Me Not Cafe","ON","Cafes,Food,Coffee & Tea,Event Planning & Services,Restaurants,Party & Event Planning","1","1","5","2","60","76","8","1"
"F1ISXp1sC0iQ2Ee138J73g","Einstein Bros Bagels","NV","Coffee & Tea,Bagels,Food","1","1","1","1","60","182","0","1"
"F1ISXp1sC0iQ2Ee138J73g","Einstein Bros Bagels","NV","Coffee & Tea,Bagels,Food","1","1","4","1","60","182","0","1"
"GUZwEIoyzFxl75mkig8QJQ","Sideshow Café","ON","Food,Coffee & Tea","0","null","4","2","60","15","0","0"
"OFdMlXxtkU_nUh8jJ4W6GA","Delanie's Coffee","PA","Restaurants,Mediterranean,Coffee & Tea,Juice Bars & Smoothies,Food","1","1","5","2","70","125","1","1"
"OFdMlXxtkU_nUh8jJ4W6GA","Delanie's Coffee","PA","Restaurants,Mediterranean,Coffee & Tea,Juice Bars & Smoothies,Food","1","1","5","2","70","125","1","1"
"OFdMlXxtkU_nUh8jJ4W6GA","Delanie's Coffee","PA","Restaurants,Mediterranean,Coffee & Tea,Juice Bars & Smoothies,Food","1","1","5","2","70","125","1","1"
"0CB7YB1qRSWLQvMbHw3Fmw","Easy Life Boba Tea","NV","Bubble Tea,Desserts,Food,Juice Bars & Smoothies,Taiwanese,Coffee & Tea,Restaurants","1","1","4","1","40","329","8","1"
"0CB7YB1qRSWLQvMbHw3Fmw","Easy Life Boba Tea","NV","Bubble Tea,Desserts,Food,Juice Bars & Smoothies,Taiwanese,Coffee & Tea,Restaurants","1","1","5","1","40","329","8","1"
"0CB7YB1qRSWLQvMbHw3Fmw","Easy Life Boba Tea","NV","Bubble Tea,Desserts,Food,Juice Bars & Smoothies,Taiwanese,Coffee & Tea,Restaurants","1","1","5","1","40","329","8","1"
"25PtpM0IfG_2IIQWCj-n5Q","Starbucks","AZ","Coffee & Tea,Food","1","1","4","0","75","6","0","1"
"bwZqlLj8oYaML3ndlybeDg","Carefree Coffee","AZ","Food,Customized Merchandise,Shopping,Bakeries,Coffee Roasteries,Coffee & Tea,Bagels","1","1","5","0","45","58","0","1"
"bwZqlLj8oYaML3ndlybeDg","Carefree Coffee","AZ","Food,Customized Merchandise,Shopping,Bakeries,Coffee Roasteries,Coffee & Tea,Bagels","1","1","5","0","45","58","0","1"
"bwZqlLj8oYaML3ndlybeDg","Carefree Coffee","AZ","Food,Customized Merchandise,Shopping,Bakeries,Coffee Roasteries,Coffee & Tea,Bagels","1","1","5","0","45","58","0","1"
"vjKW-08TOOFR7KOMvAGKLg","Starbucks","WI","Food,Coffee & Tea","1","1","4","2","85","32","0","1"
"w3ckOUmuwo3uVAVepugaqA","Starbucks","ON","Coffee & Tea,Food","1","1","2","2","80","25","0","1"
"nRZjrWIzqKc26KjpBG0fHg","Cafe Princess","ON","Restaurants,Food,Desserts,Cafes,Coffee & Tea","1","1","4","2","61","147","11","1"
"nRZjrWIzqKc26KjpBG0fHg","Cafe Princess","ON","Restaurants,Food,Desserts,Cafes,Coffee & Tea","1","1","4","2","61","147","11","1"
"nRZjrWIzqKc26KjpBG0fHg","Cafe Princess","ON","Restaurants,Food,Desserts,Cafes,Coffee & Tea","1","1","4","2","61","147","11","1"
"ry-rcjWrzY5nygBW_zswjg","Juliette & Chocolat","QC","Specialty Food,Creperies,Coffee & Tea,Restaurants,Chocolatiers & Shops,Desserts,Food","1","1","2","2","61","298","5","1"
"ry-rcjWrzY5nygBW_zswjg","Juliette & Chocolat","QC","Specialty Food,Creperies,Coffee & Tea,Restaurants,Chocolatiers & Shops,Desserts,Food","1","1","4","2","61","298","5","1"
"ry-rcjWrzY5nygBW_zswjg","Juliette & Chocolat","QC","Specialty Food,Creperies,Coffee & Tea,Restaurants,Chocolatiers & Shops,Desserts,Food","1","1","4","2","61","298","5","1"
"OJze6GnIGy_mxKjiaFb1Jw","Cafe.Com","CHE","Food,Coffee & Tea,Internet Cafes","1","1","5","2","0","7","0","1"
"sHEmHd6VZYYuJZwqsVbBlg","The Common","ON","Food,Coffee & Tea","1","null","4","2","55","43","0","0"
"sHEmHd6VZYYuJZwqsVbBlg","The Common","ON","Food,Coffee & Tea","1","null","5","2","55","43","0","0"
"2oaWAcikLow1dAHqQ_X0pg","Nardini","EDH","Food,Patisserie/Cake Shop,Ice Cream & Frozen Yogurt,Coffee & Tea","0","1","5","2","65","9","0","1"
"lFaRO6kiCxa9VbYOuhMU9w","Starbucks","AZ","Coffee & Tea,Salad,Food,Restaurants,Sandwiches","1","1","3","0","87","26","0","1"
"o4MJ4x8bm3_--37lSkwA8A","Teabo","AZ","Coffee & Tea,Juice Bars & Smoothies,Food,Restaurants,Shaved Ice,Sandwiches","1","1","2","0","61","80","7","1"
"o4MJ4x8bm3_--37lSkwA8A","Teabo","AZ","Coffee & Tea,Juice Bars & Smoothies,Food,Restaurants,Shaved Ice,Sandwiches","1","1","4","0","61","80","7","1"
"o4MJ4x8bm3_--37lSkwA8A","Teabo","AZ","Coffee & Tea,Juice Bars & Smoothies,Food,Restaurants,Shaved Ice,Sandwiches","1","1","5","0","61","80","7","1"
"KVqWA98XZwGhJ3YbFNi0vw","Salted Malted Bakery & Creamery","NV","Bakeries,Sandwiches,Ice Cream & Frozen Yogurt,Restaurants,Poutineries,Cafes,Breakfast & Brunch,Coffee & Tea,Food,Donuts","0","1","4","1","51","350","14","1"
"KVqWA98XZwGhJ3YbFNi0vw","Salted Malted Bakery & Creamery","NV","Bakeries,Sandwiches,Ice Cream & Frozen Yogurt,Restaurants,Poutineries,Cafes,Breakfast & Brunch,Coffee & Tea,Food,Donuts","0","1","5","1","51","350","14","1"
"KVqWA98XZwGhJ3YbFNi0vw","Salted Malted Bakery & Creamery","NV","Bakeries,Sandwiches,Ice Cream & Frozen Yogurt,Restaurants,Poutineries,Cafes,Breakfast & Brunch,Coffee & Tea,Food,Donuts","0","1","5","1","51","350","14","1"
"KVqWA98XZwGhJ3YbFNi0vw","Salted Malted Bakery & Creamery","NV","Bakeries,Sandwiches,Ice Cream & Frozen Yogurt,Restaurants,Poutineries,Cafes,Breakfast & Brunch,Coffee & Tea,Food,Donuts","0","1","5","1","51","350","14","1"
"KVqWA98XZwGhJ3YbFNi0vw","Salted Malted Bakery & Creamery","NV","Bakeries,Sandwiches,Ice Cream & Frozen Yogurt,Restaurants,Poutineries,Cafes,Breakfast & Brunch,Coffee & Tea,Food,Donuts","0","1","5","1","51","350","14","1"
"KVqWA98XZwGhJ3YbFNi0vw","Salted Malted Bakery & Creamery","NV","Bakeries,Sandwiches,Ice Cream & Frozen Yogurt,Restaurants,Poutineries,Cafes,Breakfast & Brunch,Coffee & Tea,Food,Donuts","0","1","5","1","51","350","14","1"
"jhjP2QgTzqjIMPsNwpVy2g","Tim Horton's","ON","Coffee & Tea,Food","1","1","2","2","80","4","0","1"
"LsDqrzoRi4pmSuEX8EhsUA","Starbucks","AZ","Food,Coffee & Tea","1","1","5","0","80","28","0","1"
"TOv8WIsa_lFC9i0NJUJK_Q","Saint-Henri","QC","Coffee & Tea,Coffee Roasteries,Food","1","1","3","2","65","80","0","1"
"IZ611uJBaWPAf-q0R37Nmw","Perk Me Up Coffeehouse","PA","Food,Coffee & Tea","0","1","5","2","0","10","1","1"
"MeSrAvgBNWHP2Js2--b6zw","P.A.K Crepes & Coffee","AZ","Creperies,Food,Restaurants,Coffee & Tea,Ice Cream & Frozen Yogurt","1","1","5","0","44","45","0","1"
"apdb7MGnmnx6nGWBJ0ch_g","Copper Star Coffee","AZ","Cafes,Breakfast & Brunch,Restaurants,Sandwiches,Coffee & Tea,Food","1","1","4","0","77","512","7","1"
"apdb7MGnmnx6nGWBJ0ch_g","Copper Star Coffee","AZ","Cafes,Breakfast & Brunch,Restaurants,Sandwiches,Coffee & Tea,Food","1","1","4","0","77","512","7","1"
"apdb7MGnmnx6nGWBJ0ch_g","Copper Star Coffee","AZ","Cafes,Breakfast & Brunch,Restaurants,Sandwiches,Coffee & Tea,Food","1","1","5","0","77","512","7","1"
"apdb7MGnmnx6nGWBJ0ch_g","Copper Star Coffee","AZ","Cafes,Breakfast & Brunch,Restaurants,Sandwiches,Coffee & Tea,Food","1","1","5","0","77","512","7","1"
"Ycp3Agr7dt71TZkeKV7jng","Le Gourmand","ON","Desserts,Restaurants,Food,Cafes,Coffee & Tea,French,Breakfast & Brunch,Sandwiches","1","1","3","2","65","180","4","1"
"Ycp3Agr7dt71TZkeKV7jng","Le Gourmand","ON","Desserts,Restaurants,Food,Cafes,Coffee & Tea,French,Breakfast & Brunch,Sandwiches","1","1","5","2","65","180","4","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","2","2","50","695","29","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","2","2","50","695","29","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","2","2","50","695","29","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","4","2","50","695","29","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","5","2","50","695","29","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","5","2","50","695","29","1"
"_5PJ4GHIXNdUdXtohylKGQ","Lucky's Café","OH","Desserts,Food,Coffee & Tea,Restaurants,Breakfast & Brunch","1","1","5","2","50","695","29","1"
"RS6lLTRzaYQBOE-OuGI8dA","Monte Carlo resort","NV","Hotels,Casinos,Resorts,Food,Coffee & Tea,Arts & Entertainment,Hotels & Travel,Event Planning & Services","1","1","5","1","0","16","0","1"
"wCESGLY5ywNihmYow6uzkA","Carvalho Coffee","ON","Food,Brazilian,Coffee & Tea,Restaurants","1","1","5","2","28","7","0","1"
"O694V2x8GL6Ff-BMezRb8A","Evapeology Vape & Coffee Lounge","AZ","Tea Rooms,Food,Vape Shops,Cafes,Coffee & Tea,Tobacco Shops,Electronics,Restaurants,Shopping","1","1","5","0","65","13","0","1"
"0d31NEyTFbx2_J_56DP-JA","Enroute Coffee and Tea House","AZ","Food,Coffee & Tea,Internet Cafes,Bakeries","1","1","5","0","55","81","0","1"
"QVSYsRNfggg4WGOn9TtBzA","Small Town Coffeehouse","AZ","Bagels,Breakfast & Brunch,Restaurants,Food,Cafes,Coffee & Tea","1","1","4","0","60","85","2","1"
"GyGPQwR3HU4-ljwitf5ibA","Cafe Sympatico","ON","Food,Breakfast & Brunch,Restaurants,Sandwiches,Coffee & Tea","1","1","4","2","50","13","0","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","2","1","50","619","27","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","4","1","50","619","27","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","4","1","50","619","27","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","5","1","50","619","27","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","5","1","50","619","27","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","5","1","50","619","27","1"
"tMdgY7Ou4k3bYZZulJCiuQ","Bronze Cafe at The Center","NV","Salad,Vegan,Sandwiches,Coffee & Tea,Food,Restaurants,Vegetarian,Cafes","0","1","5","1","50","619","27","1"
"mnqJVQhLcPHtpVx_6kbJuw","Las Vegas Custom Cakes","NV","Desserts,Coffee & Tea,Bakeries,Custom Cakes,Food,Cupcakes","1","1","4","1","40","114","0","1"
"mnqJVQhLcPHtpVx_6kbJuw","Las Vegas Custom Cakes","NV","Desserts,Coffee & Tea,Bakeries,Custom Cakes,Food,Cupcakes","1","1","5","1","40","114","0","1"
"YgbDPdxiob2rSH2NIM0tsQ","Quoi de N'Œuf","QC","Breakfast & Brunch,Food,Cafes,Coffee & Tea,Restaurants","1","1","2","2","38","50","3","1"
"qZiL64enq_DZCZZHLOScxA","Au Petit Cafe Chez Denise","QC","Breakfast & Brunch,Food,Restaurants,Coffee & Tea,Beer,Wine & Spirits","1","1","4","2","59","21","2","1"
"8fDLvW2Q6sPhsNawr4fplA","Mercury Espresso Bar","ON","Food,Coffee & Tea","1","null","3","2","65","84","0","0"
"btR-hXopcxqMxGk09KjgxA","Creamistry","AZ","Ice Cream & Frozen Yogurt,Coffee & Tea,Desserts,Food","1","1","3","0","51","287","0","1"
"btR-hXopcxqMxGk09KjgxA","Creamistry","AZ","Ice Cream & Frozen Yogurt,Coffee & Tea,Desserts,Food","1","1","4","0","51","287","0","1"
"btR-hXopcxqMxGk09KjgxA","Creamistry","AZ","Ice Cream & Frozen Yogurt,Coffee & Tea,Desserts,Food","1","1","5","0","51","287","0","1"
"vgGJy3S5E2fTY2X0mHT2aQ","Cafellini","QC","Food,Coffee & Tea","1","N/A","5","2","55","3","1","0"
"yvqMh9kTv3Kx-tocc0DFBQ","Johnson Public House","WI","Bars,Food,Pubs,Coffee & Tea,Breakfast & Brunch,Nightlife,Restaurants","1","1","5","2","66","141","7","1"
"yvqMh9kTv3Kx-tocc0DFBQ","Johnson Public House","WI","Bars,Food,Pubs,Coffee & Tea,Breakfast & Brunch,Nightlife,Restaurants","1","1","5","2","66","141","7","1"
"GZdfqTwCo_VsBYZa4tvE7w","Toronto Coffee Company","ON","Food,Coffee & Tea","0","1","4","2","80","21","0","1"
"IWNbZymAICpqSgBvl2EVzg","Michelangelo's Coffee House","WI","Coffee & Tea,Food","1","1","5","2","80","159","0","1"
"h-TwctLf6mC4nEf88mebww","Starbucks","ON","Coffee & Tea,Food","1","1","2","2","0","19","0","1"
"IE1lzZvdD9UnGeB1kXjuOQ","Aroma Espresso Bar","ON","Coffee & Tea,Bakeries,Sandwiches,Internet Cafes,Food,Breakfast & Brunch,Restaurants","1","1","4","2","75","137","0","1"
"AE-1mzUBcBuC5QkwlX24BQ","OMG Boba Tea","NV","Food,Coffee & Tea,Bubble Tea","1","1","3","1","55","117","0","1"
"AE-1mzUBcBuC5QkwlX24BQ","OMG Boba Tea","NV","Food,Coffee & Tea,Bubble Tea","1","1","4","1","55","117","0","1"
"k_BaE5Mxos5mdp_YNQXyuw","Starbucks","NV","Food,Coffee & Tea","1","1","1","1","0","14","0","1"
"TitFO00SLVY6-d4B1r53iQ","Inspire News Cafe","NV","Food,Shopping,Cafes,Restaurants,Coffee & Tea,Books,Mags,Music & Video,Newspapers & Magazines","0","1","5","1","32","19","0","1"
"e_r0Y1KSidI5IxekJHHuvg","Starbucks","NC","Coffee & Tea,Food","1","1","5","2","0","35","0","1"
"emwtizy_UAmUjcNP88I0Tw","Kaffe Live","NV","Coffee & Tea,American (New),Music Venues,Beer,Wine & Spirits,Cafes,Food,Nightlife,Breakfast & Brunch,Restaurants,Arts & Entertainment","0","1","5","1","51","47","0","1"
"U1UeoJPMgfQLROLsOc376g","Starbucks","NV","Coffee & Tea,Food","1","1","3","1","86","40","0","1"
